BuildingName;BuildingType;Latitude;Longitude;Neighborhood;YearBuilt;EPAPropertyType;LargestPropertyUseType;ComplianceStatus;ComplianceIssue
BERYL APARTMENTS;Multifamily MR (5-9);47.6143;-122.31642;EAST;2015;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
THE CHARTER HOTEL;NonResidential;47.61094;-122.33991;DOWNTOWN;2018;Hotel;Hotel;Compliant;No Issue
HENRY APARTMENTS;Multifamily MR (5-9);47.64804;-122.35667;MAGNOLIA / QUEEN ANNE;2016;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
GENESEE HILL ELEMENTARY SCHOOL (SPS-DISTRICT);SPS-District K-12;47.56625;-122.39651;SOUTHWEST;2016;K-12 School;K-12 School;Compliant;No Issue
ROOSEVELT & 50TH APARTMENTS;Multifamily MR (5-9);47.66461;-122.31717;NORTHEAST;2016;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
MARKET FRONT APARTMENTS;Multifamily LR (1-4);47.60946;-122.34286;DOWNTOWN;2016;Multifamily LR (1-4);Parking;Compliant;No Issue
HAMILTON APARTMENTS;Multifamily MR (5-9);47.61967;-122.30183;CENTRAL;2017;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
AMLI WALLINGFORD APARTMENT - SOUTH;Multifamily MR (5-9);47.64778;-122.33553;LAKE UNION;2016;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
MINNIE FLATS;Multifamily MR (5-9);47.61844;-122.35475;DOWNTOWN;2016;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
HELENE APARTMENTS- GREENLAKE;Multifamily LR (1-4);47.67864;-122.32397;NORTHWEST;2015;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
WESTLAKE STEPS & MARINA SLU;Multifamily MR (5-9);47.63013;-122.34143;MAGNOLIA / QUEEN ANNE;2016;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
ONE LAKEFRONT AT 1287;Multifamily MR (5-9);47.63211;-122.34151;MAGNOLIA / QUEEN ANNE;2016;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
VIVID;Multifamily MR (5-9);47.62041;-122.35566;MAGNOLIA / QUEEN ANNE;2017;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
FOX & FINCH APARTMENTS;Multifamily MR (5-9);47.62369;-122.33622;LAKE UNION;2017;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
MEDORA ROOSEVELT;Multifamily MR (5-9);47.6782;-122.31719;NORTHEAST;2016;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
NOVO SEATTLE;Multifamily LR (1-4);47.67295;-122.3177;NORTHEAST;2017;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
KEELSON BALLARD;Multifamily MR (5-9);47.66926;-122.37804;BALLARD;2016;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
MARRIOTT RESIDENCE INN CONVENTION CENTER;NonResidential;47.61558;-122.33291;DOWNTOWN;2017;Hotel;Hotel;Compliant;No Issue
SESSION APARTMENTS;Multifamily MR (5-9);47.61758;-122.3041;CENTRAL;2016;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
HOA MAI GARDENS;Multifamily MR (5-9);47.60052;-122.3196;EAST;2015;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
A. W. LARSON BUILDING;Multifamily MR (5-9);47.65026;-122.3219;NORTHEAST;2016;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
HARLOW HEIGHTS;Multifamily LR (1-4);47.56382;-122.31386;GREATER DUWAMISH;2016;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
101 BROADWAY APARTMENTS;Multifamily MR (5-9);47.61891;-122.32128;EAST;2017;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
VEGA APARTMENTS;Multifamily MR (5-9);47.56204;-122.38813;SOUTHWEST;2017;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
LAVENDER APARTMENTS;Multifamily LR (1-4);47.66216;-122.30837;NORTHEAST;2016;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
PARLA APT (CONAM CROWN HILL APARTMENT);Multifamily LR (1-4);47.69591;-122.37353;BALLARD;2015;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
ORI APARTMENTS;Multifamily MR (5-9);47.66827;-122.31276;NORTHEAST;2017;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
GENSCO;NonResidential;47.54926;-122.32958;GREATER DUWAMISH;2017;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;Compliant;No Issue
CORA QUEEN ANNE APTS;Multifamily MR (5-9);47.62192;-122.35765;MAGNOLIA / QUEEN ANNE;2017;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
PARSONAGE APARTMENTS;Multifamily MR (5-9);47.65797;-122.31409;NORTHEAST;2017;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
R & D INTERBAY BUILDING;NonResidential;47.65189;-122.37839;MAGNOLIA / QUEEN ANNE;2016;Manufacturing/Industrial Plant;Manufacturing/Industrial Plant;Compliant;No Issue
PLYMOUTH ON FIRST HILL;Multifamily MR (5-9);47.60567;-122.32733;EAST;2018;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
450 ALASKAN;NonResidential;47.59867;-122.33519;DOWNTOWN;2017;Office;Office;Compliant;No Issue
STREAM 403;Multifamily MR (5-9);47.62257;-122.32403;EAST;2017;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
EXPEDIA - Campus;Campus;47.62951;-122.37475;MAGNOLIA / QUEEN ANNE;2002;Mixed Use Property;Office;Compliant;No Issue
AMLI Arc Apartments (MULTIFAMILY PORTION);Multifamily HR (10+);47.6165;-122.33133;DOWNTOWN;2017;Multifamily HR (10+);Multifamily Housing;Compliant;No Issue
ARBOR BLOCKS EAST - FACEBOOK;NonResidential;47.62131;-122.34075;LAKE UNION;2018;Office;Office;Compliant;No Issue
ARBOR BLOCKS WEST - FACEBOOK;NonResidential;47.62155;-122.34144;LAKE UNION;2018;Office;Office;Compliant;No Issue
UNION STATION - SOUND TRANSIT;NonResidential;47.59865;-122.32854;DOWNTOWN;1910;Office;Office;Compliant;No Issue
GREENWOOD APARTMENT;Multifamily MR (5-9);47.69532;-122.35578;NORTHWEST;2018;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
SENTRAL SLU;Multifamily MR (5-9);47.62213;-122.33282;LAKE UNION;2017;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
WSECU PLAZA- SEATTLE;NonResidential;47.66107;-122.31565;NORTHEAST;2018;Other;Other;Compliant;No Issue
NORDIC HERITAGE MUSEUM;NonResidential;47.66831;-122.39207;BALLARD;2019;Museum;Museum;Compliant;No Issue
2nd and John;Multifamily MR (5-9);47.62004;-122.35911;MAGNOLIA / QUEEN ANNE;2018;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
KOMO PLAZA EAST & WEST BUILDINGS;NonResidential;47.61915;-122.34857;LAKE UNION;2001;Mixed Use Property;Parking;Compliant;No Issue
O2 Apartments;Multifamily HR (10+);47.61543;-122.34651;DOWNTOWN;2018;Multifamily HR (10+);Multifamily Housing;Compliant;No Issue
MCKENZIE;Multifamily HR (10+);47.61789;-122.33943;DOWNTOWN;2016;Multifamily HR (10+);Multifamily Housing;Not Compliant;Missing EUI or Utility Data and Account Requires Verification
ATHLON MIXED USE;Multifamily LR (1-4);47.72066;-122.31229;NORTH;2016;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
JEFFERSON STATION APARTMENT;Multifamily LR (1-4);47.5777;-122.31019;GREATER DUWAMISH;2017;Multifamily LR (1-4);Multifamily Housing;Not Compliant;Missing EUI, Incomplete Natural Gas Data
Legacy Capitol Hill;NonResidential;47.61478;-122.31847;EAST;2018;Office;Office;Compliant;No Issue
BROADCAST APARTMENTS;Multifamily MR (5-9);47.61445;-122.31334;EAST;2017;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
PARKVIEW & WATERSIDE CAMPUS;NonResidential;47.64942;-122.35024;LAKE UNION;2001;Office;Office;Compliant;No Issue
PIKE FLATS;Multifamily MR (5-9);47.61438;-122.32228;EAST;2018;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
Estelle Apartments;Multifamily MR (5-9);47.57161;-122.29346;SOUTHEAST;2018;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
LINDEN FLAT APARTMENTS;Multifamily MR (5-9);47.72655;-122.34735;NORTHWEST;2018;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
Seattle Opera;NonResidential;47.62398;-122.34944;MAGNOLIA / QUEEN ANNE;2018;Performing Arts;Performing Arts;Compliant;No Issue
500 FAIRVIEW RESEARCH CENTER II;NonResidential;47.62345;-122.33408;LAKE UNION;2015;Mixed Use Property;Office;Compliant;No Issue
EAST UNION APARTMENTS;Multifamily MR (5-9);47.6133;-122.30316;CENTRAL;2018;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
MIO APTS;Multifamily LR (1-4);47.67566;-122.31347;NORTHEAST;2018;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
UW- MAGNUSON HEALTH SCIENCES CENTER BB;Nonresidential WA;47.64917;-122.30676;NORTHEAST;1980;College/University;College/University;Compliant;No Issue
UW- MAGNUSON HEALTH SCIENCES CENTER H;Nonresidential WA;47.64917;-122.30676;NORTHEAST;1975;College/University;College/University;Not Compliant;Account Requires Verification
ASSEMBLY118 APTS;Multifamily MR (5-9);47.53771;-122.28039;SOUTHEAST;2019;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
PORT OF SEATTLE- TERMINAL 91 (CAMPUS);Campus;47.631;-122.38282;MAGNOLIA / QUEEN ANNE;2000;Mixed Use Property;Manufacturing/Industrial Plant;Compliant;No Issue
Rainier Storage LLC (Phase I);NonResidential;47.5744;-122.32062;GREATER DUWAMISH;2016;Self-Storage Facility;Self-Storage Facility;Compliant;No Issue
Rainier Worklofts & Storage LLC. (Phase II);NonResidential;47.57497;-122.32101;GREATER DUWAMISH;2016;Mixed Use Property;Office;Compliant;No Issue
PORT OF SEATTLE - TERMINAL 5 CAMPUS;Campus;47.5725;-122.36306;SOUTHWEST;1980;Transportation Terminal/Station;Transportation Terminal/Station;Not Compliant;Account Requires Verification
PORT OF SEATTLE - TERMINAL 86;Campus;47.6266;-122.37132;MAGNOLIA / QUEEN ANNE;1980;Transportation Terminal/Station;Transportation Terminal/Station;Compliant;No Issue
EMBASSY SUITES- DOWNTOWN SEATTLE;NonResidential;47.59812;-122.33099;DOWNTOWN;2018;Mixed Use Property;Hotel;Compliant;No Issue
Sitka Apartments;Multifamily MR (5-9);47.62149;-122.33119;LAKE UNION;2018;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
Batik Apartments;Multifamily MR (5-9);47.60247;-122.321;EAST;2018;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
Cypress Apartments;Multifamily MR (5-9);47.60235;-122.3204;EAST;2019;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
1111 EAST OLIVE;Multifamily MR (5-9);47.61619;-122.31784;EAST;2018;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
ZELLA APARTMENTS;Multifamily MR (5-9);47.62297;-122.35973;MAGNOLIA / QUEEN ANNE;2019;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
THE DANFORTH;Multifamily HR (10+);47.61141;-122.32135;EAST;2018;Multifamily HR (10+);Multifamily Housing;Compliant;No Issue
VITALITY ON HOWELL;Multifamily LR (1-4);47.61777;-122.31326;EAST;2018;Multifamily LR (1-4);Multifamily Housing;Not Compliant;Missing EUI or Utility Data and Account Requires Verification
LIV ROOSEVELT APTS;Multifamily MR (5-9);47.67519;-122.31838;NORTHEAST;2018;;;Not Compliant;Portfolio Manager Not Connected to the City of Seattle
QUAIL PARK OF WEST SEATTLE  (MEMORY CARE FACILITY);Multifamily LR (1-4);47.56242;-122.38469;SOUTHWEST;2019;;Senior Living Community;Compliant;No Issue
MT BAKER VILLAGE;Multifamily LR (1-4);47.57851;-122.29439;SOUTHEAST;2018;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
BRIGHT HORIZONS AT INTERBAY;NonResidential;47.6397;-122.37737;MAGNOLIA / QUEEN ANNE;2019;Other - Mall;Other - Mall;Compliant;No Issue
PHINNEY FLATS;Multifamily LR (1-4);47.67852;-122.35507;NORTHWEST;2019;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
HOMEGOODS;NonResidential;47.64002;-122.37751;MAGNOLIA / QUEEN ANNE;2019;Retail Store;Retail Store;Compliant;No Issue
RAINIER VALLEY LEADERSHIP ACADEMY;NonResidential;47.54774;-122.27642;SOUTHEAST;2018;K-12 School;K-12 School;Compliant;No Issue
1210 REPUBLICAN EFFICIENCIES;Multifamily MR (5-9);47.62327;-122.33245;LAKE UNION;2017;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
GROVE BALLARD;Multifamily LR (1-4);47.6748;-122.3766;BALLARD;2019;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
METRO LINE FLATS;Multifamily MR (5-9);47.60338;-122.31995;EAST;2019;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
BURKE AND UNION APARTMENT;Multifamily MR (5-9);47.66185;-122.29314;NORTHEAST;2018;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
LIV FAUNTLEROY;Multifamily LR (1-4);47.55906;-122.38186;SOUTHWEST;2018;;;Not Compliant;Portfolio Manager Not Connected to the City of Seattle
THE PERRY- FIRST HILL TOWER;Multifamily HR (10+);47.60984;-122.32439;EAST;2018;Multifamily HR (10+);Multifamily Housing;Compliant;No Issue
HANA APTS;Multifamily MR (5-9);47.60151;-122.32661;DOWNTOWN;2018;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
ELAN UPTOWN FLATS - WEST;Multifamily MR (5-9);47.62127;-122.35765;MAGNOLIA / QUEEN ANNE;2018;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
WALLINGFORD MIXED USE BLDG (BEDROOMS & MORE);NonResidential;47.66146;-122.32429;LAKE UNION;2018;Retail Store;Retail Store;Compliant;No Issue
AJ APARTMENTS;Multifamily MR (5-9);47.56269;-122.38578;SOUTHWEST;2018;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
SORENTO FLATS;Multifamily MR (5-9);47.60184;-122.31342;CENTRAL;2018;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
LILLEHAMMER;Multifamily MR (5-9);47.68004;-122.3764;BALLARD;2018;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
SEDONA 215;Multifamily MR (5-9);47.69052;-122.3066;NORTHEAST;2019;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
TONY LEE APTS (LIHI FIRE STATION 39 PROJECT);Multifamily MR (5-9);47.7213;-122.29686;NORTH;2018;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
750 ON THE HILL CONDOMINIUM;Multifamily LR (1-4);47.62657;-122.3177;EAST;2018;;;Not Compliant;Portfolio Manager Not Connected to the City of Seattle
VISTA;Multifamily LR (1-4);47.67988;-122.31788;NORTHEAST;2019;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
CRANE AT INTERBAY;Multifamily MR (5-9);47.64864;-122.37695;MAGNOLIA / QUEEN ANNE;2018;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
COMPASS BROADVIEW APTS;Multifamily LR (1-4);47.72482;-122.35672;NORTHWEST;2019;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
BROOKLYN 65 (SEDU APTS);Multifamily MR (5-9);47.67596;-122.31462;NORTHEAST;2019;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
DESC - CLEMENT HOUSE;Multifamily MR (5-9);47.69846;-122.34587;NORTHWEST;2019;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
U20 APARTMENTS;Multifamily LR (1-4);47.66235;-122.30622;NORTHEAST;2019;Multifamily LR (1-4);Residence Hall/Dormitory;Compliant;No Issue
LUNA APTS;Multifamily LR (1-4);47.67916;-122.31763;NORTHEAST;2018;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
VALLEY APTS;Multifamily LR (1-4);47.61273;-122.29656;CENTRAL;2019;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
RISE ON 67TH APARTMENTS;Multifamily MR (5-9);47.67709;-122.3188;NORTHEAST;2019;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
SONATA AT COLUMBIA STATION;Multifamily LR (1-4);47.56097;-122.29287;SOUTHEAST;2019;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
LANE APARTMENTS - EAST;Multifamily LR (1-4);47.70712;-122.32171;NORTH;2019;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
TOD APARTMENTS;Multifamily LR (1-4);47.61946;-122.3191;EAST;2018;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
TRACK 66 APARTMENTS;Multifamily MR (5-9);47.67675;-122.31847;NORTHEAST;2019;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
EDISON CONDOMINIUMS;Multifamily MR (5-9);47.61941;-122.31722;EAST;2019;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
LUXE 36 AT BRYANT HEIGHTS;Multifamily LR (1-4);47.67603;-122.29245;NORTHEAST;2018;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
2400 BOSTON;Multifamily LR (1-4);47.6389;-122.30156;EAST;2019;Multifamily LR (1-4);Multifamily Housing;Not Compliant;Account Requires Verification
MUIR APTS;Multifamily MR (5-9);47.59619;-122.31145;CENTRAL;2019;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
MAPLE LEAF FLATS;Multifamily LR (1-4);47.6823;-122.32402;NORTHWEST;2019;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
DXU APARTMENTS;Multifamily MR (5-9);47.65926;-122.31636;NORTHEAST;2019;Multifamily MR (5-9);Multifamily Housing;Not Compliant;Account Requires Verification
VERTEX APARTMENTS;Multifamily MR (5-9);47.62126;-122.32172;EAST;2018;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
MICHAELS RETAIL STORE;NonResidential;47.64021;-122.379;MAGNOLIA / QUEEN ANNE;2018;Retail Store;Retail Store;Compliant;No Issue
SEATTLE UNIVERSITY STUDENT HOUSING- VI HILBERT HALL;Campus;47.61227;-122.31751;EAST;2018;Multifamily Housing;Multifamily Housing;Compliant;No Issue
LANE APARTMENTS- WEST BUILDING;Multifamily MR (5-9);47.70747;-122.32249;NORTH;2019;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
REPUBLIC OF KOREA CONSULATE;NonResidential;47.62443;-122.35888;MAGNOLIA / QUEEN ANNE;2019;Office;Office;Compliant;No Issue
JET ON BOYLSTON FLATS;Multifamily MR (5-9);47.61822;-122.32298;EAST;2019;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
ANCHOR FLATS APTS;Multifamily MR (5-9);47.63275;-122.3425;MAGNOLIA / QUEEN ANNE;2019;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
GEORGETOWN CROSSROADS-PROLOGIS;NonResidential;47.54805;-122.33133;GREATER DUWAMISH;2018;Mixed Use Property;Distribution Center;Compliant;No Issue
WATERTON APTS;Multifamily MR (5-9);47.63853;-122.32619;LAKE UNION;2018;Multifamily MR (5-9);Multifamily Housing;Not Compliant;Missing EUI, Incomplete Natural Gas Data
WEST EDGE TOWER;Multifamily HR (10+);47.60911;-122.33831;DOWNTOWN;2016;Multifamily HR (10+);Multifamily Housing;Compliant;No Issue
F5 Tower;NonResidential;47.60518;-122.33097;DOWNTOWN;2018;Office;Office;Compliant;No Issue
CONNECTION on BROADWAY (SITE A);Multifamily MR (5-9);47.61922;-122.32043;EAST;2018;;;Contact the Help Desk;Unknown - Contact the Help Desk
CASCADIA ELEMENTRY SCHOOL (SPS-DISTRICT);SPS-District K-12;47.69518;-122.3372;NORTHWEST;2018;K-12 School;K-12 School;Compliant;No Issue
THE HENDON;Multifamily LR (1-4);47.679;-122.35487;NORTHWEST;2018;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
THE ELARA;Multifamily MR (5-9);47.61192;-122.34543;DOWNTOWN;2018;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
HYATT REGENCY SEATTLE;NonResidential;47.61456;-122.33399;DOWNTOWN;2018;Hotel;Hotel;Compliant;No Issue
624 YALE APARTMENTS;Multifamily MR (5-9);47.62489;-122.33062;LAKE UNION;2018;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
CHROMA APTS SLU- BLD 2;Multifamily MR (5-9);47.62212;-122.33207;LAKE UNION;2018;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
ROBERT EAGLE STAFF MIDDLE SCHOOL (SPS-DISTRICT);SPS-District K-12;47.69524;-122.34098;NORTHWEST;2018;K-12 School;K-12 School;Compliant;No Issue
VALDOK I;Multifamily MR (5-9);47.6692;-122.37911;BALLARD;2018;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
AMAZON- UNICORN;NonResidential;47.62053;-122.33941;LAKE UNION;2018;Office;Office;Compliant;No Issue
188 East Blaine;NonResidential;47.63506;-122.32614;LAKE UNION;2019;Mixed Use Property;Parking;Compliant;No Issue
CREW APARTMENTS;Multifamily LR (1-4);47.68899;-122.34363;NORTHWEST;2018;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
BROADSTONE LEXINGTON APTS;Multifamily MR (5-9);47.60643;-122.32304;EAST;2018;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
UPTON FLATS AT HIGH POINT;Multifamily LR (1-4);47.54711;-122.37596;DELRIDGE NEIGHBORHOODS;2018;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
INTERBAY SELF STORAGE;NonResidential;47.63849;-122.37776;MAGNOLIA / QUEEN ANNE;2018;Self-Storage Facility;Self-Storage Facility;Compliant;No Issue
KIARA;Multifamily HR (10+);47.61879;-122.33753;LAKE UNION;2018;Multifamily HR (10+);Multifamily Housing;Compliant;No Issue
EVEN HOTELS & STAYBRIDGE SUITES;NonResidential;47.62403;-122.33485;LAKE UNION;2018;Hotel;Hotel;Compliant;No Issue
Aegis Living in Ravenna;NonResidential;47.6905;-122.3132;NORTH;2018;;Senior Living Community;Compliant;No Issue
AEGIS WEST SEATTLE;NonResidential;47.58099;-122.39305;SOUTHWEST;2018;;Senior Living Community;Compliant;No Issue
THAI BINH;Multifamily MR (5-9);47.59889;-122.32038;DOWNTOWN;2018;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
15TH & MARKET BUILDING (Includes Target Store);NonResidential;47.66896;-122.37579;BALLARD;2019;Office;Office;Compliant;No Issue
BROADWAY ESTATES LLC;Multifamily MR (5-9);47.62366;-122.32229;EAST;2014;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
NORTHGATE 3 LLC;Multifamily MR (5-9);47.70709;-122.32111;NORTH;2018;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
MOUNT BAKER STATION - NORTH BLDG;Multifamily MR (5-9);47.57953;-122.30063;GREATER DUWAMISH;2018;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
MOUNT BAKER STATION - SOUTH BLDG;Multifamily MR (5-9);47.57872;-122.30055;GREATER DUWAMISH;2020;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
Block 25W - Google;NonResidential;47.62546;-122.3355;LAKE UNION;2019;Mixed Use Property;Office;Compliant;No Issue
Block 25E - Google;NonResidential;47.62488;-122.33469;LAKE UNION;2019;Office;Office;Compliant;No Issue
